id,vehiculo_id,cliente_id,concesionario_id,fecha_venta,precio_final,metodo_pago
1796,15,79,10,2023-02-19,24839,Financiamiento
1797,9,84,7,2023-08-04,10212,Financiamiento
1798,44,347,5,2023-01-26,75053,Transferencia
1799,14,257,9,2023-08-26,59758,Efectivo
1800,29,122,8,2024-01-19,64728,Tarjeta de Crédito
1801,43,111,8,2023-01-12,36892,Financiamiento
1802,45,265,4,2023-07-17,10145,Efectivo
1803,20,112,1,2023-09-19,12021,Efectivo
1804,6,231,2,2024-01-17,54120,Efectivo
1805,39,67,5,2023-06-17,32535,Tarjeta de Crédito
1806,12,307,7,2023-04-22,69723,Financiamiento
1807,48,178,7,2023-09-27,45257,Efectivo
1808,4,307,3,2023-01-13,63087,Financiamiento
1809,26,398,5,2023-02-28,22353,Tarjeta de Crédito
1810,28,126,1,2023-01-06,32019,Financiamiento
1811,42,95,8,2023-07-09,13725,Transferencia
1812,50,498,4,2023-12-07,39414,Tarjeta de Crédito
1813,13,425,6,2023-04-28,72873,Efectivo
1814,4,77,4,2023-06-13,25158,Efectivo
1815,7,474,6,2023-04-03,27859,Tarjeta de Crédito
1816,11,234,1,2023-09-17,54383,Efectivo
1817,28,366,5,2023-02-07,41035,Efectivo
1818,3,86,10,2024-01-17,49994,Financiamiento
1819,48,86,6,2023-02-19,33924,Tarjeta de Crédito
1820,31,480,1,2023-08-24,68984,Tarjeta de Crédito
1821,46,208,5,2023-09-03,63454,Tarjeta de Crédito
1822,17,441,8,2024-01-12,39812,Financiamiento
1823,42,187,1,2023-08-05,33964,Transferencia
1824,35,284,1,2023-04-26,34211,Tarjeta de Crédito
1825,46,250,7,2023-06-16,12961,Financiamiento
1826,1,405,5,2023-02-25,26920,Financiamiento
1827,41,336,7,2023-04-16,26974,Financiamiento
1828,34,417,2,2023-12-19,30838,Efectivo
1829,21,26,5,2023-12-31,51113,Efectivo
1830,30,47,1,2024-01-20,41427,Efectivo
1831,36,380,2,2023-07-11,61546,Efectivo
1832,17,8,7,2023-03-10,23383,Financiamiento
1833,11,406,1,2023-03-19,50166,Financiamiento
1834,40,147,4,2023-09-15,68206,Efectivo
1835,26,415,2,2023-04-26,67564,Efectivo
1836,34,327,7,2023-03-25,18677,Financiamiento
1837,21,430,1,2023-04-25,49174,Transferencia
1838,22,290,6,2023-07-15,69142,Financiamiento
1839,10,245,8,2023-10-07,43790,Tarjeta de Crédito
1840,11,316,6,2023-08-05,10240,Transferencia
1841,8,392,3,2023-02-12,42501,Financiamiento
1842,28,282,9,2024-01-06,79234,Efectivo
1843,2,39,2,2023-04-14,11122,Financiamiento
1844,21,64,3,2024-01-08,62569,Tarjeta de Crédito
1845,23,5,5,2024-01-29,70361,Transferencia
1846,47,467,10,2023-10-09,30330,Transferencia
1847,44,406,4,2023-04-11,53883,Transferencia
1848,16,45,6,2023-08-03,71926,Financiamiento
1849,10,268,7,2023-08-02,57141,Tarjeta de Crédito
1850,36,108,3,2023-11-01,28182,Tarjeta de Crédito
1851,10,366,3,2023-01-27,26854,Transferencia
1852,13,386,4,2023-03-22,37275,Efectivo
1853,49,117,1,2023-04-22,43533,Transferencia
1854,10,253,7,2023-03-23,62131,Tarjeta de Crédito
1855,9,453,10,2023-06-07,72726,Efectivo
1856,3,15,2,2023-12-04,61012,Efectivo
1857,21,444,8,2023-01-15,67942,Financiamiento
1858,39,28,7,2023-03-07,62206,Efectivo
1859,3,407,8,2023-05-07,50416,Transferencia
1860,50,381,8,2023-06-16,66850,Financiamiento
1861,16,345,10,2023-01-26,65294,Transferencia
1862,35,368,7,2023-11-17,53608,Financiamiento
1863,38,182,10,2023-07-10,46622,Efectivo
1864,22,57,9,2023-11-10,32690,Transferencia
1865,8,112,7,2023-08-24,50121,Transferencia
1866,8,347,4,2023-06-29,23137,Transferencia
1867,19,436,6,2023-08-03,70917,Tarjeta de Crédito
1868,22,291,1,2023-01-05,57501,Efectivo
1869,12,456,5,2023-05-04,22306,Efectivo
1870,43,439,3,2023-11-20,52571,Transferencia
1871,28,110,9,2023-03-15,50624,Financiamiento
1872,23,310,8,2023-08-18,76559,Tarjeta de Crédito
1873,21,101,1,2023-08-10,35909,Efectivo
1874,13,133,10,2023-09-19,66647,Efectivo
1875,22,270,3,2023-09-08,72110,Efectivo
1876,44,283,2,2023-01-09,50802,Tarjeta de Crédito
1877,37,409,2,2023-03-06,12244,Transferencia
1878,43,45,8,2023-04-27,57067,Tarjeta de Crédito
1879,45,322,6,2023-03-19,79413,Transferencia
1880,3,488,5,2023-12-05,69491,Transferencia
1881,50,444,1,2023-12-19,63358,Financiamiento
1882,39,303,1,2023-02-20,33404,Financiamiento
1883,13,221,2,2023-07-01,72975,Efectivo
1884,48,383,1,2023-01-26,74851,Tarjeta de Crédito
1885,20,196,6,2023-03-01,10210,Efectivo
1886,10,198,8,2023-06-05,79410,Efectivo
1887,47,256,3,2023-08-26,67802,Efectivo
1888,17,106,3,2023-08-06,76665,Tarjeta de Crédito
1889,25,46,8,2023-08-28,49976,Transferencia
1890,6,10,10,2023-10-29,29753,Transferencia
1891,37,114,10,2023-02-15,46595,Financiamiento
1892,47,318,6,2023-03-11,47965,Tarjeta de Crédito
1893,44,170,6,2023-04-20,53735,Tarjeta de Crédito
1894,39,210,2,2023-12-24,54290,Tarjeta de Crédito
1895,5,43,9,2023-08-24,40139,Transferencia
1896,21,245,7,2023-09-13,11335,Transferencia
1897,16,335,7,2023-03-03,49538,Financiamiento
1898,10,189,8,2023-04-27,73291,Transferencia
1899,18,402,5,2023-05-21,51102,Financiamiento
1900,30,154,3,2024-01-30,51051,Financiamiento
1901,27,351,10,2023-03-30,45185,Transferencia
1902,26,382,7,2023-02-10,57292,Tarjeta de Crédito
1903,14,36,3,2024-01-12,27168,Transferencia
1904,6,397,3,2023-08-29,12992,Financiamiento
1905,44,41,1,2023-07-14,21917,Transferencia
1906,40,303,9,2023-01-24,56028,Efectivo
1907,27,223,1,2023-08-21,16337,Transferencia
1908,11,426,7,2023-07-07,45398,Transferencia
1909,16,126,10,2023-06-09,43152,Tarjeta de Crédito
1910,32,89,10,2023-07-01,58884,Transferencia
1911,18,305,3,2023-08-22,25183,Tarjeta de Crédito
1912,45,112,3,2023-04-19,40226,Tarjeta de Crédito
1913,23,44,6,2023-05-08,57583,Financiamiento
1914,37,402,3,2023-02-11,57241,Transferencia
1915,28,43,5,2023-12-23,19567,Transferencia
1916,10,5,1,2023-03-18,58339,Transferencia
1917,15,27,5,2023-09-24,76040,Tarjeta de Crédito
1918,11,25,6,2023-08-03,18450,Transferencia
1919,30,89,3,2024-01-22,10075,Tarjeta de Crédito
1920,22,29,1,2023-10-11,30816,Efectivo
1921,4,356,9,2023-05-23,78061,Efectivo
1922,37,289,10,2023-05-05,23317,Tarjeta de Crédito
1923,4,15,7,2023-02-10,74069,Transferencia
1924,26,342,4,2023-03-01,25050,Tarjeta de Crédito
1925,27,343,3,2023-11-20,50800,Transferencia
1926,22,95,3,2023-06-23,35689,Transferencia
1927,33,318,3,2023-07-23,61054,Efectivo
1928,28,294,2,2023-12-21,69551,Transferencia
1929,39,243,1,2023-06-24,79739,Transferencia
1930,46,323,2,2023-02-18,31604,Tarjeta de Crédito
1931,47,339,1,2024-01-12,33212,Financiamiento
1932,16,480,8,2023-06-26,67051,Transferencia
1933,49,358,10,2023-08-10,31852,Transferencia
1934,39,363,7,2023-08-04,12596,Tarjeta de Crédito
1935,1,163,9,2023-11-09,49712,Tarjeta de Crédito
1936,17,239,8,2023-10-30,65089,Financiamiento
1937,4,409,9,2023-10-30,13813,Tarjeta de Crédito
1938,30,2,2,2023-06-14,41424,Tarjeta de Crédito
1939,38,263,5,2023-12-12,74372,Transferencia
1940,32,438,4,2023-12-14,13072,Tarjeta de Crédito
1941,39,224,5,2023-10-20,35883,Tarjeta de Crédito
1942,12,249,4,2023-01-27,40859,Efectivo
1943,32,437,3,2023-03-18,20674,Transferencia
1944,20,205,3,2023-11-02,29939,Financiamiento
1945,1,295,7,2023-11-03,25539,Transferencia
1946,3,469,10,2023-03-02,69933,Tarjeta de Crédito
1947,1,35,10,2024-01-11,21650,Financiamiento
1948,36,350,5,2023-06-21,63455,Financiamiento
1949,14,475,2,2023-01-28,70614,Tarjeta de Crédito
1950,28,402,6,2024-01-23,20033,Efectivo
1951,25,155,6,2023-08-25,79243,Transferencia
1952,32,381,8,2023-07-24,22002,Financiamiento
1953,12,176,3,2023-03-16,32867,Efectivo
1954,36,306,4,2023-04-23,42516,Financiamiento
1955,33,372,7,2023-01-31,75724,Transferencia
1956,34,364,4,2023-03-31,19216,Efectivo
1957,40,355,10,2023-09-30,36868,Financiamiento
1958,38,310,9,2023-06-06,48353,Transferencia
1959,31,39,3,2023-04-26,13739,Efectivo
1960,11,44,6,2023-09-14,12970,Tarjeta de Crédito
1961,30,224,4,2023-10-15,35816,Tarjeta de Crédito
1962,2,232,3,2023-05-22,60467,Transferencia
1963,48,54,5,2023-03-20,60707,Efectivo
1964,44,113,6,2023-05-02,79846,Efectivo
1965,21,449,3,2023-03-18,33741,Efectivo
1966,2,114,9,2023-09-19,76027,Transferencia
1967,23,359,6,2023-12-15,69257,Tarjeta de Crédito
1968,13,426,3,2023-02-28,44420,Tarjeta de Crédito
1969,36,214,1,2023-07-09,16546,Financiamiento
1970,7,221,9,2023-07-17,37701,Efectivo
1971,38,260,4,2023-07-31,52406,Tarjeta de Crédito
1972,5,4,10,2023-04-16,67453,Transferencia
1973,36,391,1,2023-02-26,75200,Tarjeta de Crédito
1974,11,441,7,2023-09-24,77564,Tarjeta de Crédito
1975,6,127,5,2023-11-20,25004,Financiamiento
1976,42,61,1,2023-08-15,73394,Transferencia
1977,4,478,9,2023-06-04,33514,Financiamiento
1978,31,141,3,2023-07-29,43538,Efectivo
1979,19,455,8,2023-09-09,24638,Transferencia
1980,37,420,8,2023-02-04,33886,Transferencia
1981,33,238,4,2023-08-21,12498,Financiamiento
1982,18,73,1,2023-10-23,30829,Tarjeta de Crédito
1983,18,102,1,2023-09-05,30048,Tarjeta de Crédito
1984,28,74,5,2024-01-30,16494,Transferencia
1985,50,205,1,2023-06-28,27301,Tarjeta de Crédito
1986,36,99,1,2023-04-21,14778,Tarjeta de Crédito
1987,14,233,8,2023-01-21,69743,Transferencia
1988,19,422,7,2023-06-22,25225,Tarjeta de Crédito
1989,5,373,1,2023-04-17,78301,Transferencia
1990,21,483,6,2023-07-08,58968,Tarjeta de Crédito
1991,26,365,9,2023-07-08,34873,Tarjeta de Crédito
1992,25,340,7,2024-01-15,39871,Financiamiento
1993,4,384,2,2023-06-26,14566,Transferencia
1994,43,165,10,2023-03-16,60620,Efectivo
1995,30,368,6,2023-01-30,40626,Financiamiento
1996,26,304,5,2023-08-27,19532,Efectivo
1997,39,3,4,2023-12-22,44563,Efectivo
1998,38,443,9,2023-11-04,34148,Tarjeta de Crédito
1999,14,350,8,2023-03-16,77939,Financiamiento
2000,6,333,10,2023-05-27,64522,Transferencia
